date,Energy Type,Energy Generated (GWh)
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),30.77
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,1.03
3/10/2024 0:00,Wind,295.17
3/10/2024 0:00,Solar (Utility),761.62
3/10/2024 0:00,Solar (Rooftop),1809.42
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-136.17
3/10/2024 0:00,Imports,293.23
3/10/2024 0:00,Coal (Brown),2675.83
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),29.77
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,64.34
3/10/2024 0:00,Wind,388.62
3/10/2024 0:00,Solar (Utility),709.93
3/10/2024 0:00,Solar (Rooftop),1387.2
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-441.35
3/10/2024 0:00,Imports,308.42
3/10/2024 0:00,Coal (Brown),3180.67
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),33.74
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,453.6
3/10/2024 0:00,Wind,513.25
3/10/2024 0:00,Solar (Utility),576.48
3/10/2024 0:00,Solar (Rooftop),946.42
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-679.75
3/10/2024 0:00,Imports,190.93
3/10/2024 0:00,Coal (Brown),3422.17
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),91.01
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,949.07
3/10/2024 0:00,Wind,671.88
3/10/2024 0:00,Solar (Utility),409.07
3/10/2024 0:00,Solar (Rooftop),535.39
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-876.72
3/10/2024 0:00,Imports,434.32
3/10/2024 0:00,Coal (Brown),3476.83
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),113.01
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,1226.17
3/10/2024 0:00,Wind,825.38
3/10/2024 0:00,Solar (Utility),149.25
3/10/2024 0:00,Solar (Rooftop),225.49
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-988.73
3/10/2024 0:00,Imports,623.58
3/10/2024 0:00,Coal (Brown),3476.33
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),119.93
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,1149.33
3/10/2024 0:00,Wind,1058.92
3/10/2024 0:00,Solar (Utility),12.38
3/10/2024 0:00,Solar (Rooftop),51.84
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-950.93
3/10/2024 0:00,Imports,611.9
3/10/2024 0:00,Coal (Brown),3479.17
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),120.2
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,1156.17
3/10/2024 0:00,Wind,1188.67
3/10/2024 0:00,Solar (Utility),0
3/10/2024 0:00,Solar (Rooftop),4.54
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-800.27
3/10/2024 0:00,Imports,467.02
3/10/2024 0:00,Coal (Brown),3489.67
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),116.13
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,1191.33
3/10/2024 0:00,Wind,1204.83
3/10/2024 0:00,Solar (Utility),0
3/10/2024 0:00,Solar (Rooftop),0
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-725.32
3/10/2024 0:00,Imports,461.28
3/10/2024 0:00,Coal (Brown),3467.83
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),44.73
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,1337.17
3/10/2024 0:00,Wind,1255.5
3/10/2024 0:00,Solar (Utility),0
3/10/2024 0:00,Solar (Rooftop),0
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-667.87
3/10/2024 0:00,Imports,340.27
3/10/2024 0:00,Coal (Brown),3494.33
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),25.31
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,1198.33
3/10/2024 0:00,Wind,1317.5
3/10/2024 0:00,Solar (Utility),0
3/10/2024 0:00,Solar (Rooftop),0
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-862.73
3/10/2024 0:00,Imports,347.32
3/10/2024 0:00,Coal (Brown),3532.5
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),-0.01
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,1154.33
3/10/2024 0:00,Wind,1397
3/10/2024 0:00,Solar (Utility),0
3/10/2024 0:00,Solar (Rooftop),0
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-740.72
3/10/2024 0:00,Imports,247.3
3/10/2024 0:00,Coal (Brown),3521.17
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,1005.33
3/10/2024 0:00,Wind,1439
3/10/2024 0:00,Solar (Utility),0
3/10/2024 0:00,Solar (Rooftop),0
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-643.32
3/10/2024 0:00,Imports,251.58
3/10/2024 0:00,Coal (Brown),3514.83
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,775.63
3/10/2024 0:00,Wind,1343
3/10/2024 0:00,Solar (Utility),0
3/10/2024 0:00,Solar (Rooftop),0
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-591.1
3/10/2024 0:00,Imports,265.38
3/10/2024 0:00,Coal (Brown),3521.33
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,650.8
3/10/2024 0:00,Wind,1189.33
3/10/2024 0:00,Solar (Utility),0
3/10/2024 0:00,Solar (Rooftop),0
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-467.77
3/10/2024 0:00,Imports,212.45
3/10/2024 0:00,Coal (Brown),3517.33
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,556.75
3/10/2024 0:00,Wind,1105.17
3/10/2024 0:00,Solar (Utility),0
3/10/2024 0:00,Solar (Rooftop),0
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-400.22
3/10/2024 0:00,Imports,288.77
3/10/2024 0:00,Coal (Brown),3525.33
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,502.65
3/10/2024 0:00,Wind,1003.07
3/10/2024 0:00,Solar (Utility),0
3/10/2024 0:00,Solar (Rooftop),0
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-432.23
3/10/2024 0:00,Imports,337.42
3/10/2024 0:00,Coal (Brown),3521
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,486.98
3/10/2024 0:00,Wind,877.6
3/10/2024 0:00,Solar (Utility),0
3/10/2024 0:00,Solar (Rooftop),0
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-678.3
3/10/2024 0:00,Imports,477.3
3/10/2024 0:00,Coal (Brown),3537.67
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,462.83
3/10/2024 0:00,Wind,812.68
3/10/2024 0:00,Solar (Utility),0
3/10/2024 0:00,Solar (Rooftop),0
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-788.38
3/10/2024 0:00,Imports,562.2
3/10/2024 0:00,Coal (Brown),3537.5
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,394.98
3/10/2024 0:00,Wind,760.52
3/10/2024 0:00,Solar (Utility),0
3/10/2024 0:00,Solar (Rooftop),0
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-645.52
3/10/2024 0:00,Imports,632.15
3/10/2024 0:00,Coal (Brown),3515.33
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,62.05
3/10/2024 0:00,Wind,824.8
3/10/2024 0:00,Solar (Utility),0
3/10/2024 0:00,Solar (Rooftop),0
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-855.52
3/10/2024 0:00,Imports,688.2
3/10/2024 0:00,Coal (Brown),3530.17
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,60.19
3/10/2024 0:00,Wind,806.37
3/10/2024 0:00,Solar (Utility),0
3/10/2024 0:00,Solar (Rooftop),0
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-922.53
3/10/2024 0:00,Imports,717.55
3/10/2024 0:00,Coal (Brown),3500.33
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,60.2
3/10/2024 0:00,Wind,826.22
3/10/2024 0:00,Solar (Utility),0
3/10/2024 0:00,Solar (Rooftop),0
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-995.67
3/10/2024 0:00,Imports,737.85
3/10/2024 0:00,Coal (Brown),3361.5
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,60.2
3/10/2024 0:00,Wind,993.5
3/10/2024 0:00,Solar (Utility),0
3/10/2024 0:00,Solar (Rooftop),0
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-1063.02
3/10/2024 0:00,Imports,769.47
3/10/2024 0:00,Coal (Brown),3167.83
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,60.17
3/10/2024 0:00,Wind,1169.17
3/10/2024 0:00,Solar (Utility),0
3/10/2024 0:00,Solar (Rooftop),0
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-1120.83
3/10/2024 0:00,Imports,837.6
3/10/2024 0:00,Coal (Brown),3090.33
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,60.23
3/10/2024 0:00,Wind,1282.83
3/10/2024 0:00,Solar (Utility),0
3/10/2024 0:00,Solar (Rooftop),0
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-1155.5
3/10/2024 0:00,Imports,915.93
3/10/2024 0:00,Coal (Brown),2999
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,60.27
3/10/2024 0:00,Wind,1355.67
3/10/2024 0:00,Solar (Utility),0
3/10/2024 0:00,Solar (Rooftop),0
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-1204.17
3/10/2024 0:00,Imports,945.63
3/10/2024 0:00,Coal (Brown),3056.33
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,60.21
3/10/2024 0:00,Wind,1404.67
3/10/2024 0:00,Solar (Utility),0
3/10/2024 0:00,Solar (Rooftop),0
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-1143.67
3/10/2024 0:00,Imports,918.12
3/10/2024 0:00,Coal (Brown),3024.17
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,62.69
3/10/2024 0:00,Wind,1593.83
3/10/2024 0:00,Solar (Utility),0
3/10/2024 0:00,Solar (Rooftop),0.16
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-1118.33
3/10/2024 0:00,Imports,921.68
3/10/2024 0:00,Coal (Brown),3071
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,75.21
3/10/2024 0:00,Wind,1735.5
3/10/2024 0:00,Solar (Utility),2.39
3/10/2024 0:00,Solar (Rooftop),8.14
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-1045.6
3/10/2024 0:00,Imports,902.15
3/10/2024 0:00,Coal (Brown),3074.67
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,75.1
3/10/2024 0:00,Wind,1904.83
3/10/2024 0:00,Solar (Utility),49.59
3/10/2024 0:00,Solar (Rooftop),87.74
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-745.03
3/10/2024 0:00,Imports,743
3/10/2024 0:00,Coal (Brown),2773.17
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,58.23
3/10/2024 0:00,Wind,1970.83
3/10/2024 0:00,Solar (Utility),204.77
3/10/2024 0:00,Solar (Rooftop),316.24
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-381.15
3/10/2024 0:00,Imports,390.73
3/10/2024 0:00,Coal (Brown),2485.17
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,0.07
3/10/2024 0:00,Wind,1911.17
3/10/2024 0:00,Solar (Utility),412.2
3/10/2024 0:00,Solar (Rooftop),670.77
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-297.67
3/10/2024 0:00,Imports,678.67
3/10/2024 0:00,Coal (Brown),2181.17
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,0.05
3/10/2024 0:00,Wind,1527.83
3/10/2024 0:00,Solar (Utility),671.07
3/10/2024 0:00,Solar (Rooftop),1097.38
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-290.15
3/10/2024 0:00,Imports,772.35
3/10/2024 0:00,Coal (Brown),1920.67
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,0.05
3/10/2024 0:00,Wind,1259.67
3/10/2024 0:00,Solar (Utility),686.92
3/10/2024 0:00,Solar (Rooftop),1531.5
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-284.13
3/10/2024 0:00,Imports,778.82
3/10/2024 0:00,Coal (Brown),1788.67
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,0.04
3/10/2024 0:00,Wind,1203.83
3/10/2024 0:00,Solar (Utility),554.07
3/10/2024 0:00,Solar (Rooftop),1936.08
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-377.77
3/10/2024 0:00,Imports,240.43
3/10/2024 0:00,Coal (Brown),1775.17
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,0.87
3/10/2024 0:00,Wind,1252.67
3/10/2024 0:00,Solar (Utility),789.43
3/10/2024 0:00,Solar (Rooftop),2312.67
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-376.47
3/10/2024 0:00,Imports,238.32
3/10/2024 0:00,Coal (Brown),1776.17
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,0.9
3/10/2024 0:00,Wind,1073.45
3/10/2024 0:00,Solar (Utility),672.58
3/10/2024 0:00,Solar (Rooftop),2611.83
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-316.62
3/10/2024 0:00,Imports,886.63
3/10/2024 0:00,Coal (Brown),1770.5
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,0.88
3/10/2024 0:00,Wind,553.75
3/10/2024 0:00,Solar (Utility),245.55
3/10/2024 0:00,Solar (Rooftop),2838.42
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-303.05
3/10/2024 0:00,Imports,1018.65
3/10/2024 0:00,Coal (Brown),1778.5
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,0.85
3/10/2024 0:00,Wind,291.5
3/10/2024 0:00,Solar (Utility),141.74
3/10/2024 0:00,Solar (Rooftop),3017.5
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-308.57
3/10/2024 0:00,Imports,681.28
3/10/2024 0:00,Coal (Brown),1781
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,0.88
3/10/2024 0:00,Wind,418.02
3/10/2024 0:00,Solar (Utility),139.19
3/10/2024 0:00,Solar (Rooftop),3141.58
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-293.68
3/10/2024 0:00,Imports,340.45
3/10/2024 0:00,Coal (Brown),1781.5
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,0.85
3/10/2024 0:00,Wind,567.97
3/10/2024 0:00,Solar (Utility),240.92
3/10/2024 0:00,Solar (Rooftop),3205.58
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-319.5
3/10/2024 0:00,Imports,378.28
3/10/2024 0:00,Coal (Brown),1766.33
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,0.88
3/10/2024 0:00,Wind,559.25
3/10/2024 0:00,Solar (Utility),216.32
3/10/2024 0:00,Solar (Rooftop),3232.92
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-344.37
3/10/2024 0:00,Imports,324.05
3/10/2024 0:00,Coal (Brown),1761.67
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,0.86
3/10/2024 0:00,Wind,683.68
3/10/2024 0:00,Solar (Utility),211.42
3/10/2024 0:00,Solar (Rooftop),3165.92
3/10/2024 0:00,Battery (Charging),0
3/10/2024 0:00,Exports,-316.18
3/10/2024 0:00,Imports,408.77
3/10/2024 0:00,Coal (Brown),1747.17
3/10/2024 0:00,Gas (Steam),0
3/10/2024 0:00,Gas (OCGT),0.1
3/10/2024 0:00,Battery (Discharging),0
3/10/2024 0:00,Hydro,0.88
3/10/2024 0:00,Wind,688.73
3/10/2024 0:00,Solar (Utility),194.82
3/10/2024 0:00,Solar (Rooftop),3013.92
4/10/2024 0:00,Battery (Charging),0
4/10/2024 0:00,Exports,-321.1
4/10/2024 0:00,Imports,591.18
4/10/2024 0:00,Coal (Brown),1745.83
4/10/2024 0:00,Gas (Steam),0
4/10/2024 0:00,Gas (OCGT),0.1
4/10/2024 0:00,Battery (Discharging),0
4/10/2024 0:00,Hydro,0.86
4/10/2024 0:00,Wind,781.72
4/10/2024 0:00,Solar (Utility),174.17
4/10/2024 0:00,Solar (Rooftop),2786.17
4/10/2024 0:00,Battery (Charging),0
4/10/2024 0:00,Exports,-519.75
4/10/2024 0:00,Imports,239.28
4/10/2024 0:00,Coal (Brown),1757.83
4/10/2024 0:00,Gas (Steam),0
4/10/2024 0:00,Gas (OCGT),0.1
4/10/2024 0:00,Battery (Discharging),0
4/10/2024 0:00,Hydro,0.86
4/10/2024 0:00,Wind,1388.67
4/10/2024 0:00,Solar (Utility),392.82
4/10/2024 0:00,Solar (Rooftop),2503.92
4/10/2024 0:00,Battery (Charging),0
4/10/2024 0:00,Exports,-586.38
4/10/2024 0:00,Imports,328.6
4/10/2024 0:00,Coal (Brown),1733
4/10/2024 0:00,Gas (Steam),0
4/10/2024 0:00,Gas (OCGT),0.1
4/10/2024 0:00,Battery (Discharging),0
4/10/2024 0:00,Hydro,0.86
4/10/2024 0:00,Wind,1699
4/10/2024 0:00,Solar (Utility),268.17
4/10/2024 0:00,Solar (Rooftop),2265.08
4/10/2024 0:00,Battery (Charging),0
4/10/2024 0:00,Exports,-570
4/10/2024 0:00,Imports,153.18
4/10/2024 0:00,Coal (Brown),1813.17
4/10/2024 0:00,Gas (Steam),0
4/10/2024 0:00,Gas (OCGT),0.1
4/10/2024 0:00,Battery (Discharging),0
4/10/2024 0:00,Hydro,0.86
4/10/2024 0:00,Wind,1851
4/10/2024 0:00,Solar (Utility),450.58
4/10/2024 0:00,Solar (Rooftop),1962.67
4/10/2024 0:00,Battery (Charging),0
4/10/2024 0:00,Exports,-523.73
4/10/2024 0:00,Imports,34.33
4/10/2024 0:00,Coal (Brown),2113.67
4/10/2024 0:00,Gas (Steam),0
4/10/2024 0:00,Gas (OCGT),0.1
4/10/2024 0:00,Battery (Discharging),0
4/10/2024 0:00,Hydro,0.9
4/10/2024 0:00,Wind,2072.67
4/10/2024 0:00,Solar (Utility),354.45
4/10/2024 0:00,Solar (Rooftop),1595.33
4/10/2024 0:00,Battery (Charging),0
4/10/2024 0:00,Exports,-862.97
4/10/2024 0:00,Imports,0
4/10/2024 0:00,Coal (Brown),2374.67
4/10/2024 0:00,Gas (Steam),0
4/10/2024 0:00,Gas (OCGT),0.1
4/10/2024 0:00,Battery (Discharging),0
4/10/2024 0:00,Hydro,0.88
4/10/2024 0:00,Wind,2429.33
4/10/2024 0:00,Solar (Utility),457
4/10/2024 0:00,Solar (Rooftop),1218.52
4/10/2024 0:00,Battery (Charging),0
4/10/2024 0:00,Exports,-840.17
4/10/2024 0:00,Imports,0
4/10/2024 0:00,Coal (Brown),2594.83
4/10/2024 0:00,Gas (Steam),0
4/10/2024 0:00,Gas (OCGT),0.1
4/10/2024 0:00,Battery (Discharging),0
4/10/2024 0:00,Hydro,5.15
4/10/2024 0:00,Wind,2527.33
4/10/2024 0:00,Solar (Utility),433.33
4/10/2024 0:00,Solar (Rooftop),864.88
4/10/2024 0:00,Battery (Charging),0
4/10/2024 0:00,Exports,-994.38
4/10/2024 0:00,Imports,75.4
4/10/2024 0:00,Coal (Brown),3061.33
4/10/2024 0:00,Gas (Steam),0
4/10/2024 0:00,Gas (OCGT),0.1
4/10/2024 0:00,Battery (Discharging),0
4/10/2024 0:00,Hydro,70.68
4/10/2024 0:00,Wind,2735.67
4/10/2024 0:00,Solar (Utility),186.17
4/10/2024 0:00,Solar (Rooftop),504.34
4/10/2024 0:00,Battery (Charging),0
4/10/2024 0:00,Exports,-1236.67
4/10/2024 0:00,Imports,487.33
4/10/2024 0:00,Coal (Brown),3101
4/10/2024 0:00,Gas (Steam),0
4/10/2024 0:00,Gas (OCGT),0.1
4/10/2024 0:00,Battery (Discharging),0
4/10/2024 0:00,Hydro,196
4/10/2024 0:00,Wind,2639
4/10/2024 0:00,Solar (Utility),38.78
4/10/2024 0:00,Solar (Rooftop),211.23
4/10/2024 0:00,Battery (Charging),0
4/10/2024 0:00,Exports,-1286.17
4/10/2024 0:00,Imports,414.05
4/10/2024 0:00,Coal (Brown),3316.83
4/10/2024 0:00,Gas (Steam),0
4/10/2024 0:00,Gas (OCGT),0.1
4/10/2024 0:00,Battery (Discharging),0
4/10/2024 0:00,Hydro,332.38
4/10/2024 0:00,Wind,2599
4/10/2024 0:00,Solar (Utility),5.85
4/10/2024 0:00,Solar (Rooftop),52.12
4/10/2024 0:00,Battery (Charging),0
4/10/2024 0:00,Exports,-1202.17
4/10/2024 0:00,Imports,365.97
4/10/2024 0:00,Coal (Brown),3493.67
4/10/2024 0:00,Gas (Steam),0
4/10/2024 0:00,Gas (OCGT),0.1
4/10/2024 0:00,Battery (Discharging),0
4/10/2024 0:00,Hydro,331.35
4/10/2024 0:00,Wind,2566
4/10/2024 0:00,Solar (Utility),0
4/10/2024 0:00,Solar (Rooftop),5.12
4/10/2024 0:00,Battery (Charging),0
4/10/2024 0:00,Exports,-1156.33
4/10/2024 0:00,Imports,356.67
4/10/2024 0:00,Coal (Brown),3414.17
4/10/2024 0:00,Gas (Steam),0
4/10/2024 0:00,Gas (OCGT),0.1
4/10/2024 0:00,Battery (Discharging),0
4/10/2024 0:00,Hydro,173.5
4/10/2024 0:00,Wind,2767.67
4/10/2024 0:00,Solar (Utility),0
4/10/2024 0:00,Solar (Rooftop),0
4/10/2024 0:00,Battery (Charging),0
4/10/2024 0:00,Exports,-1197.83
4/10/2024 0:00,Imports,336.85
4/10/2024 0:00,Coal (Brown),3225
4/10/2024 0:00,Gas (Steam),0
4/10/2024 0:00,Gas (OCGT),0.1
4/10/2024 0:00,Battery (Discharging),0
4/10/2024 0:00,Hydro,101.39
4/10/2024 0:00,Wind,2954
4/10/2024 0:00,Solar (Utility),0
4/10/2024 0:00,Solar (Rooftop),0
4/10/2024 0:00,Battery (Charging),0
4/10/2024 0:00,Exports,-1325.5
4/10/2024 0:00,Imports,317.12
4/10/2024 0:00,Coal (Brown),3213.33
4/10/2024 0:00,Gas (Steam),0
4/10/2024 0:00,Gas (OCGT),0.1
4/10/2024 0:00,Battery (Discharging),0
4/10/2024 0:00,Hydro,169.12
4/10/2024 0:00,Wind,3047.83
4/10/2024 0:00,Solar (Utility),0
4/10/2024 0:00,Solar (Rooftop),0
4/10/2024 0:00,Battery (Charging),0
4/10/2024 0:00,Exports,-1332.33
4/10/2024 0:00,Imports,308.18
4/10/2024 0:00,Coal (Brown),3004.5
4/10/2024 0:00,Gas (Steam),0
4/10/2024 0:00,Gas (OCGT),0.1
4/10/2024 0:00,Battery (Discharging),0
4/10/2024 0:00,Hydro,171.17
4/10/2024 0:00,Wind,3041.17
4/10/2024 0:00,Solar (Utility),0
4/10/2024 0:00,Solar (Rooftop),0
4/10/2024 0:00,Battery (Charging),0
4/10/2024 0:00,Exports,-1217.17
4/10/2024 0:00,Imports,227.05
4/10/2024 0:00,Coal (Brown),2959
